,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
41895,5vAtunQlPFkfdTI9zn4TIw,Pitruco Pizza,,Philadelphia,PA,19104,39.9583587,-75.1953934,4.5,142,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'Caters': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'WiFi': ""u'no'"", 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'False', 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True'}","Street Vendors, Food, Restaurants, Pizza, Food Trucks, Italian","{'Tuesday': '17:0-20:0', 'Wednesday': '17:0-20:0', 'Thursday': '17:0-20:0', 'Friday': '11:30-14:30'}"
42060,_LOJW0XkOpj4O348GVRDeQ,Zavino,112 S 13th St,Philadelphia,PA,19107,39.9499542,-75.1621423,4.0,843,0,"{'HasTV': 'True', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'False', 'WiFi': ""u'free'"", 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'Alcohol': ""u'full_bar'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsGoodForGroups': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'GoodForDancing': 'False', 'ByAppointmentOnly': 'False', 'DogsAllowed': 'False', 'RestaurantsDelivery': 'None', 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}""}","Italian, Wine Bars, Bars, Mediterranean, Pizza, Restaurants, Nightlife","{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-1:0', 'Saturday': '11:30-1:0', 'Sunday': '12:0-22:0'}"
42455,BdTbH72RDWnPu_Qcev0ziw,Enjay's Pizza,210 S 40th St,Philadelphia,PA,19104,39.9536784,-75.2027865,4.0,53,1,"{'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""u'free'"", 'GoodForKids': 'False', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'True', 'BikeParking': 'False', 'Caters': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True'}","Burgers, Restaurants, Sandwiches, Pizza, Italian","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '11:30-22:0'}"
43394,dGy_GFVHQbmqzcIpSY6fSw,DeMarco's Italian Specialties,1338 Jackson St,Philadelphia,PA,19148,39.9228564,-75.1692901,3.5,15,0,"{'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'Caters': 'True', 'HasTV': 'True'}","Caterers, Restaurants, Delis, Event Planning & Services, Italian, Wraps","{'Monday': '7:0-16:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-16:0'}"
43558,BJjyhlURNnsOlizLQXMJmg,Diane & Tom's Cafe,40 W Maplewood Mall,Philadelphia,PA,19144,40.0341212,-75.1748979,4.5,12,0,"{'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'False', 'HasTV': 'False'}","Restaurants, Soul Food, Italian, Event Planning & Services, Caterers",
43802,RhP6pzh6AikgrSODRHS0EA,Spitalieri's Italiano Ristorante,613 E Passyunk Ave,Philadelphia,PA,19147,39.9413743,-75.1503191,4.0,8,0,"{'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'BikeParking': 'False', 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'""}","Restaurants, Italian","{'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '15:0-20:0'}"
44056,jdx80PbfbXMkUZvhJmdFbQ,Cafe Giardino,1732 W Passyunk Ave,Philadelphia,PA,19145,39.9244035,-75.1755284,5.0,6,0,"{'RestaurantsDelivery': 'True', 'GoodForKids': 'False', 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'""}","Italian, Restaurants, Food, Coffee & Tea, Sandwiches","{'Monday': '7:30-15:30', 'Tuesday': '7:30-15:30', 'Wednesday': '8:0-19:0', 'Thursday': '8:0-19:0', 'Friday': '8:0-19:0', 'Saturday': '7:30-15:30'}"
44060,RleiW2_QLyxgNjFfqDoZpw,Modo Mio,161 W Girard Ave,Philadelphia,PA,19123,39.9695788,-75.1383832,4.0,492,0,"{'BikeParking': 'True', 'RestaurantsTakeOut': 'False', 'RestaurantsPriceRange2': '3', 'BYOBCorkage': ""'yes_free'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'True', 'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'False', 'Alcohol': ""u'none'"", 'WiFi': ""u'no'"", 'HasTV': 'False', 'NoiseLevel': ""u'average'"", 'Caters': 'False', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Italian, Gluten-Free, Food, Restaurants","{'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '16:0-20:0'}"
44215,SfmQZL7Rgon_qT-hjY-f0g,Croce's Pizza,7400 Lawndale Ave,Philadelphia,PA,19111,40.061937,-75.08,4.0,5,0,"{'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'quiet'"", 'HasTV': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsAttire': ""u'casual'""}","Italian, Pizza, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-21:0'}"
44570,i_sAh-ylmOwCQmqRmXox8g,Monsú,901 Christian St,Philadelphia,PA,19147,39.9391381,-75.1579072,4.0,309,0,"{'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '3', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'False', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'RestaurantsTakeOut': 'False', 'BikeParking': 'True', 'HasTV': 'True', 'Alcohol': ""u'none'"", 'GoodForKids': 'False'}","Italian, Restaurants, Gluten-Free","{'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
44629,1CCG0WYSoR8ejdgD5-Gaqg,Francoluigi's Pizzeria & Italian Restaurant,1549 S 13th St,Philadelphia,PA,19147,39.9302667,-75.1659499,4.0,303,1,"{'BYOBCorkage': ""'yes_corkage'"", 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'True', 'WiFi': ""u'no'"", 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Corkage': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'Caters': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTableService': 'True', 'BikeParking': 'True', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Italian, Restaurants, Pizza","{'Wednesday': '15:0-22:0', 'Thursday': '15:0-22:0', 'Friday': '15:0-22:0', 'Saturday': '15:0-22:0', 'Sunday': '14:0-21:0'}"
44757,4_VDvhKpKSsj7jZYdocZYA,La Viola,"253 S 16th St, Apt 1",Philadelphia,PA,19102,39.947783,-75.1677739,3.5,524,1,"{'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'True', 'GoodForKids': 'False', 'Caters': 'False', 'OutdoorSeating': 'True', 'Alcohol': ""u'none'"", 'Corkage': 'False', 'BusinessAcceptsCreditCards': 'False', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'BYOBCorkage': ""'yes_free'"", 'NoiseLevel': ""u'loud'"", 'RestaurantsTableService': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}""}","Restaurants, Italian","{'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0', 'Sunday': '16:0-22:0'}"
45058,Mt6XTQfwk2DUD3AK29YIBg,Melograno,2012 Sansom St,Philadelphia,PA,19103,39.9512428,-75.1741148,3.5,451,1,"{'RestaurantsAttire': ""'casual'"", 'HasTV': 'False', 'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '3', 'RestaurantsReservations': 'True', 'BikeParking': 'True', 'Corkage': 'False', 'WiFi': ""u'no'"", 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""u'average'"", 'HappyHour': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'Caters': 'False', 'WheelchairAccessible': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'BYOBCorkage': ""'yes_free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': True, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False'}","Italian, Restaurants","{'Monday': '0:0-0:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0', 'Sunday': '17:0-20:30'}"
45498,eJaeTZlIdM3HWCq__Ve4Wg,Tria Cafe Rittenhouse,123 S 18th St,Philadelphia,PA,19103,39.9509483,-75.1704197,4.5,880,1,"{'HasTV': 'False', 'WiFi': ""u'free'"", 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'True', 'GoodForKids': 'False', 'Alcohol': ""'beer_and_wine'"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'BYOBCorkage': ""'no'"", 'Caters': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsReservations': 'True', 'WheelchairAccessible': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'HappyHour': 'False', 'ByAppointmentOnly': 'False', 'Smoking': ""u'no'"", 'DogsAllowed': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': None, 'brunch': False, 'breakfast': False}"", 'CoatCheck': 'True', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'GoodForDancing': 'False', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '3'}","French, Spanish, Tapas Bars, Cafes, Restaurants, Wine Bars, Modern European, Bars, Nightlife, Italian, Comedy Clubs, Greek, American (New)","{'Monday': '14:0-20:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-20:0'}"
46159,8grIwJYQJ16EUImULDCdQw,Randi's Restaurant and Bar,1619 Grant Ave,Philadelphia,PA,19115,40.087697,-75.038827,3.0,104,1,"{'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""u'loud'"", 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'full_bar'"", 'BikeParking': 'False', 'WiFi': ""'no'"", 'GoodForDancing': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': None, u'upscale': None}"", 'RestaurantsDelivery': 'True'}","Bars, Nightlife, Restaurants, Italian","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-23:0'}"
46367,F_ker4jxFkcvfZQf-MDfJA,Russet,1521 Spruce St,Philadelphia,PA,19102,39.9475385,-75.1673293,3.5,269,0,"{'OutdoorSeating': 'True', 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'True', 'GoodForKids': 'False', 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'average'"", 'ByAppointmentOnly': 'True', 'HappyHour': 'False', 'HasTV': 'False', 'BusinessAcceptsBitcoin': 'False', 'Alcohol': ""u'none'"", 'Caters': 'False', 'RestaurantsTakeOut': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Restaurants, French, Italian, American (New)","{'Tuesday': '17:30-21:30', 'Wednesday': '17:30-21:30', 'Thursday': '17:30-21:30', 'Friday': '17:30-22:30', 'Saturday': '17:30-22:30', 'Sunday': '17:30-21:30'}"
46538,gKzFir7-U5_sgvCymGPGYw,Frank's Pizza,3600 Fisk Ave,Philadelphia,PA,19129,40.0131443,-75.1942878,4.0,109,1,"{'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'GoodForMeal': ""{u'breakfast': False, u'brunch': False, u'lunch': True, u'dinner': True, u'latenight': None, u'dessert': False}"", 'Ambience': ""{u'divey': None, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}""}","Pizza, Italian, Sandwiches, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-21:30'}"
46659,-t1hxZ6X-XaIU4BBUQCXGA,Pizza Hut,901 W Girard Ave,Philadelphia,PA,19122,39.971405,-75.151021,3.0,7,0,"{'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'False', 'NoiseLevel': ""u'quiet'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'GoodForKids': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Restaurants, Pizza, Chicken Wings, Italian","{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '13:0-23:0', 'Saturday': '13:0-23:0', 'Sunday': '12:0-22:0'}"
46986,DEh5BPKE8LHm4PUsH_E1ig,Pat's Pizza & Pasta,1410 S St,Philadelphia,PA,19146,39.943568,-75.166054,3.0,36,1,"{'WiFi': ""u'free'"", 'Caters': 'True', 'BikeParking': 'True', 'HasTV': 'True', 'RestaurantsTableService': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'WheelchairAccessible': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HappyHour': 'False', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsReservations': 'False'}","Italian, Salad, Pizza, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
