,business_id,date,stars,text,cut_off_date,not_recommended_review_count_pre,treatment,text_length,sentiment_score
73028,FTD2hJ53c0NbfKFvVQxAhw,2013-11-29 23:28:30,5,the food and drinks here are really amazing. the best italian i've had in manayunk. great service also! try the gnocchi with black truffle salsa.,1,22.0,1,145,0.4867
73063,9mA9qYqiv4c0T9ASid3PIQ,2014-01-31 16:59:11,5,"my girlfriend took me here for my birthday and i haven't been here in over 3 years so u was very excited. i had a quick drink at the bar before we sat down, the bar area was very crowded but i suppose that is to be expected on a friday night. it was restaurant week so we ordered off that menu. i got clam chowder which was really good, followed by a filet which i did ""oscar style""(asparagus, and crab meat) it was amazing. the service was great, our waiter was on top of everything and made the experience one to remember. can't wait to back.",1,56.0,1,544,0.3365
73066,9mA9qYqiv4c0T9ASid3PIQ,2014-01-25 06:04:24,5,"my favorite steak house . my 1 st choice for steak house ! good waiters , great bartenders and good host overall great place !",1,56.0,1,126,0.6375
73101,arKiXax3ScSM_z3O-0CIyw,2013-08-24 21:55:29,4,shrimp feuttcini is nice and creamy and the veal and crab was divine! yummy yummy sauce. our bread was a little cold but the main entrees were very enjoyable.,0,20.0,1,158,0.1558
73114,bjPUhanWoinHi2kywvVzBA,2014-02-03 17:04:19,5,"i went here last week with my fiance and another couple. i have been meaning to try it for a while. we went on a saturday during restaurant week, and it was nice that mercato honored the restaurant week deal and we were able to get an app, entree, and dessert for $35 - definitely worth it! i got the bruschetta appetizer, which came with three different types of bruschetta. it was very tasty. the star of the meal though was my entree, which was the special of the night - a crispy skinned striped bass. the flavors used to cook the fish (capers, olives, olive oil) were absolutely delicious. the fish was cooked to perfection. i had a nice berry sorbet to finish. everyone else's food was also delicious. we all went home happy and full.   the only downside to mercato is it's size. it is definitely ""cozy"" and if you don't like eating right next to the people next to you, then this is not the place for you. there is not a single table in this restaurant that is even remotely private. mercato is also byob, which the other reviewers have mentioned. i'd say this would also be a good place to try in the summer or if the weather is warm enough to wait outside because there is absolutely no waiting room and i felt bad for any of the diners who had tables near the door because they had people with big bulky coats basically on top of them while they were trying to eat.   all in all though, one of philadelphia's best italian byobs!",1,29.0,1,1438,0.2415
73116,FTD2hJ53c0NbfKFvVQxAhw,2013-12-19 19:28:31,1,"i can no longer recommend agiato.  last couple times there were pretty bad--service not up to par for the prices and food inconsistent.  they've now lost their liquor license, which was one of the best reasons to go there (for good selection of wine and beer).",1,22.0,1,260,0.4875
73124,9mA9qYqiv4c0T9ASid3PIQ,2014-02-05 17:48:21,3,"my fiancé and i decided to try this place during restaurant week. i'm torn about whether to give it three starts or four, because it's more of a solid 3 and a half stars. the food is good, but not spectacular.  given the regular prices on the menu, i would expect a more noteworthy and memorable meal...  the food didn't ""knock my socks off,"" but was very good.  we both upgraded to surf and turf (with our steak entrees).  the lobster was fresh and tasty, and the steak was also very tender and juicy.  yet there was something about the entire menu that seemed uninspired to me. nothing surprised or wowed either of us, and there was nothing creative or hip to make this place stand out. although it was crowded and popular, the patrons here were mostly older folks. i guess this is exactly what you would expect from an old-fashioned (traditional) steak restaurant, but i prefer a more unusual or noteworthy experience.  philadelphia has so many more fun and memorable places than capitol grill.    to be sure, if you like very traditional steak-houses and don't mind expensive restaurants, then you will probably love this place. the capital grill reminded my of a classic steak house from the 1950s or 60s, with old-fashioned decor and a very traditional steak-house menu (i.e. fancy and expensive).  nonetheless, i was hoping for something more unusual and interesting for the price!",1,56.0,1,1388,0.2358
73126,9mA9qYqiv4c0T9ASid3PIQ,2013-09-18 03:29:49,3,"i went for restaurant week and got the three course special. the salad was good but it was very plain and not memorable. the filet mignon was good quality but nothing special. i tried the kona bone in sirloin as well which had more flavor but i'm still not impressed. the sides of mashed potatoes were a bit salty to me and the green beans were so-so. dessert was very simple and nothing too fancy. i thought the chocolate cake was too sweet for my taste and creme burlee was standard.   it wasn't a memorable meal and i wasn't impressed. i think $35 was reasonable and it was good quality but nothing ""wow"" me. if i were to go any other time it's definitely not worth it for the price.",0,56.0,1,686,0.2085
73152,arKiXax3ScSM_z3O-0CIyw,2013-11-05 21:20:26,4,"the main advantage of spasso is that when you come hungry, you will leave stuffed to the gills with rich and delicious food. and for this, i have no problem. on a friday night, we had reservations for 7. when we ended up in old city earlier than expected, we decided to escape the cold and go sit at the bar. instead, we were seated a half hour early in order to commence the stuffing of faces. yayyy. one thing that myself and my companion were shocked with was the lightning speed of our entrees. i don't think we waited more than five minutes before they were sitting in front of us. seriously, it was like zeus was sitting there hurling thunderbolts in the open kitchen. my companion had the chicken parm (always a classic), and i ate the crab ravioli. my mouth is currently watering at the thought of that dish and i am lamenting the fact that i can't scurry down and order some more. large and handmade ravioli pasta stuffed with crab, which was served in a pesto cream sauce, which was so good that i found myself dipping the complimentary bread in the leftover sauce after all the pasta was gone.  we didn't order appetizers or dessert, so i will update this review once we have gone for the entire experience. but the food and ambience was enjoyable, and the service was definitely decent. we will return as soon as i have shed the 10 pounds that i gained after consuming that ravioli. *that being said, this is the place to eat a lot of well-made, rich food. looking at the menu, i wouldn't recommend this place to anyone who is trying to watch calories, cholesterol, or, to be honest, any kind of dietary restriction. but come here on your cheat day and enjoy.",0,20.0,1,1671,0.1467
73181,arKiXax3ScSM_z3O-0CIyw,2013-12-28 16:55:14,5,"came here a couple days ago while on vacation in pa. this was one of the several places i tried. they placed us at a booth by the wall; we were across from the kitchen, so it was nice seeing them make the dishes in front of you. staff were extremely polite. we had a reservation, but didn't really need it because the place was pretty empty since it was a monday night.  they'll start you off with a dish of grilled veggies to go with your bread, which was pretty good. i ordered the four cheese spinach ravioli, which was soooo delicious. it was the best ravioli i've had in years. besides the ravioli being of the perfect consistency, the sauce was perfectly made.   my boyfriend had the crabmeat ravioli which was pretty good as well. it was refreshing with the herbs sprinkled over the sauce compared to the four cheese alternative, which was creamier. though i liked the four cheese and my boyfriend preferred the crabmeat ravioli. i guess just a variability of taste.",1,20.0,1,973,0.4891
